angle,peak_position,std,temp,humid
-18.24961,4563.59554,4.95330579940317,22.93,48.9
-18.49961,4569.8703399999995,3.167840012121904,22.87,48.9
-18.74961,4574.08618,2.3922370211999584,22.93,48.9
-18.99961,4579.361419999999,3.4562303348591246,22.87,48.9
-19.24961,4584.48282,2.8147807498276882,22.93,48.9
-19.4996,4588.41636,2.169509690782748,22.93,48.9
-19.7496,4593.444260000001,2.425449964109615,22.93,48.9
-19.9996,4594.80531,2.205955241363585,22.93,48.8
-20.2496,4603.49107,3.462387366557957,22.93,48.9
-20.4996,4608.609829999999,2.288029309711718,22.93,48.9
-20.7496,4612.52258,4.723435829944219,22.93,49.0
-20.9996,4613.4032400000015,2.377847912798429,22.93,48.9
-21.2496,4620.01659,3.164857872148544,22.93,48.8
-21.49959,4622.21171,4.5346439287886815,22.93,48.8
-21.74959,4629.9104099999995,3.406918412128356,22.93,48.9
-21.99959,4639.14857,4.475398625161753,22.93,48.9
-22.24959,4644.35327,2.068563638397359,22.93,48.8
-22.49959,4648.55753,1.9498701515999248,22.93,48.8
-22.74959,4654.16813,2.3598568393230277,22.93,48.9
-22.99959,4654.880819999999,2.85765837209428,22.93,48.9
-23.24959,4661.84963,1.904238137970171,22.93,48.9
-23.49958,4666.619919999999,2.6310298302374227,22.93,48.8
-23.74958,4671.549540000001,3.529036866398575,22.93,48.9
-23.99958,4676.701430000001,3.63372774215418,22.93,48.7
-24.24958,4682.06632,4.689745651909166,22.93,49.0
-24.49958,4687.6347399999995,4.214920177939374,22.93,48.9
-24.74958,4691.99462,5.71856713885564,22.93,48.8
-24.99958,4696.548970000001,3.908411067185758,22.93,48.9
-25.24957,4703.284860000001,1.7850306301013283,22.93,48.8
-25.49957,4706.89144,3.022374848757149,22.93,48.8
-25.74957,4711.187459999999,4.269357937020488,22.93,49.0
-25.99957,4715.08882,2.0144570572736984,22.93,48.8
-26.24957,4717.889260000001,3.0156990755709354,22.93,49.0
-26.49957,4730.46044,3.4754636591970405,22.93,48.9
-26.74957,4734.6817599999995,3.2045168538174096,22.93,48.7
-26.99957,4738.452190000001,4.730158950490065,22.93,48.9
-27.24957,4746.93412,3.2012193713646724,22.93,48.8
-27.49957,4748.780349999999,3.091111924939125,22.93,49.0
-27.74956,4754.79603,3.3209014658825042,22.93,48.8
-27.99956,4757.350280000001,3.9369165629461307,22.93,48.8
-28.24956,4763.281110000001,1.721334836369541,22.93,48.7
-28.49956,4771.521000000001,3.047312087397588,22.93,48.9
-28.74956,4774.98745,3.602803596159521,22.93,48.6
-28.99956,4779.030110000001,2.318171571929141,23.0,48.7
-29.24956,4786.40356,1.8794416608130535,23.0,48.8
-29.49955,4790.39891,3.1163678423606194,23.0,48.7
-29.74955,4793.107129999999,2.749707524828699,22.93,48.6
-29.99955,4800.659850000001,6.580930627540612,23.0,48.8
-30.24955,4809.061479999999,4.528232507899638,22.93,48.7
-30.49955,4812.89114,2.804093547013069,22.93,48.7
-30.74955,4817.906080000001,4.691985125466685,23.0,48.7
-30.99955,4822.23955,3.190728517204313,23.0,48.7
-31.24955,4826.41906,1.890038169561675,23.0,48.7
-31.49954,4831.88933,2.401910403012457,23.0,48.6
-31.74954,4837.20599,5.320918745940603,23.0,48.7
-31.99954,4840.513639999999,2.5561230248952884,23.0,48.8
-32.24954,4848.98939,1.8470826421414277,23.0,48.8
-32.49954,4854.62169,4.194884870279449,23.0,48.7
-32.74954,4862.68052,1.7495768510128282,23.0,48.8
-32.99954,4868.33417,2.4538223562638057,23.0,48.8
-33.24953,4866.97367,3.238162223561408,23.0,48.7
-33.49953,4876.765649999999,4.1837941766415785,23.0,48.5
-33.74953,4881.700599999999,3.336283585668293,23.0,48.7
-33.99953,4885.77961,2.945469916821338,23.0,48.5
-34.24953,4892.17791,2.1513056335398426,23.0,48.5
-34.49953,4899.47899,1.7922066261733838,23.0,48.6
-34.74953,4909.2169,3.8419275688122685,23.0,48.6
-34.99953,4908.4914,3.64072532306408,23.0,48.6
-35.24953,4916.216109999999,3.8698375737102446,23.0,48.7
-35.49952,4923.10006,3.687711977147926,23.0,48.6
-35.74952,4929.131240000001,4.457650790539779,23.0,48.7
-35.99952,4933.70711,4.309054496162787,23.0,48.6
-36.24952,4940.47411,2.4973777397300494,23.0,48.6
-36.49952,4943.97315,1.4418061431758897,23.0,48.7
-36.74952,4950.88396,3.2191533580119422,23.0,48.6
-36.99952,4958.33316,4.138573215783502,23.0,48.6
-37.24952,4960.37912,5.487608597522211,23.0,48.6
-37.49952,4968.36431,3.0078266547292727,23.0,48.7
-37.74952,4972.11081,5.2114333626076315,23.0,48.6
-37.99951,4979.52354,2.818049068132242,23.0,48.6
-38.24951,4988.074390000001,2.4862890710655976,23.0,48.7
-38.49951,4997.23536,2.5491084869813343,23.0,48.6
-38.74951,5000.82225,2.382005203289799,23.0,48.7
-38.99951,5003.994769999999,4.62353579245372,23.0,48.6
-39.24951,5007.44361,3.298970069112462,23.0,48.6
-39.4995,5013.52143,2.686765234645611,23.0,48.5
-39.7495,5017.66709,3.4577782096165848,23.0,48.6
-39.9995,5029.45955,4.904298399006613,23.0,48.6
-40.2495,5034.927189999999,1.5154421146649222,23.0,48.6
-40.4995,5041.935640000001,4.6006358752242305,23.0,48.6
-40.7495,5050.834559999999,2.601252006323078,23.0,48.4
-40.9995,5056.90467,2.0101170528353958,23.0,48.6
-41.2495,5064.147490000001,2.8577421599753356,23.0,48.7
-41.4995,5066.52481,3.661427334373814,23.0,48.5
-41.74949,5073.474829999999,3.9159171058769973,23.0,48.4
-41.99949,5076.1635400000005,4.559007480186837,23.0,48.6
-42.24949,5081.76676,4.502832461506776,23.0,48.6
-42.49949,5091.011799999999,3.691656160857934,23.0,48.7
-42.74949,5092.733040000001,3.3760469093897036,23.0,48.6
-42.99949,5101.01521,4.465561338611355,23.0,48.5
-43.24949,5109.01624,2.597364981360956,23.0,48.5
-43.49949,5115.666300000001,2.371938790104024,23.0,48.6
-43.74949,5122.787850000001,1.924973197865389,23.0,48.6
-43.99948,5129.15384,2.8564769388881923,23.0,48.5
-44.24948,5132.34428,2.768399173818702,23.0,48.6
-44.49948,5137.27377,1.8649858123051672,23.0,48.4
-44.74948,5146.79424,3.1287141637418876,23.0,48.5
-44.99948,5152.081749999999,2.964368329425304,23.0,48.7
-45.24948,5155.42503,2.8913864798915516,23.0,48.5
-45.49947,5164.83884,3.1710443412857727,23.0,48.6
-45.74947,5173.41885,4.140396368767074,23.0,48.6
-45.99947,5183.127060000001,3.5551827497892505,23.0,48.6
-46.24947,5185.06995,3.9916922397022825,23.0,48.6
-46.49947,5189.70282,3.146898225491286,23.0,48.6
-46.74947,5199.5080499999995,3.904589012495455,23.0,48.6
-46.99947,5206.79197,2.3207531911213635,23.0,48.7
-47.24947,5211.99072,4.426850131142982,23.0,48.6
-47.49947,5214.76746,4.378668301938322,23.0,48.6
-47.74947,5218.828210000001,2.520834664332413,23.0,48.7
-47.99946,5223.69175,3.0902040609805628,23.0,48.5
-48.24946,5229.28117,4.290360877373829,23.0,48.6
-48.49946,5236.837129999999,1.481071443280204,23.0,48.6
-48.74946,5244.73855,2.6178228852426573,23.0,48.5
-48.99946,5248.14927,4.293140748461406,23.06,48.6
-49.24946,5253.76239,3.5833242888274413,23.0,48.4
-49.49945,5255.486440000001,2.2008081439326537,23.0,48.5
-49.74945,5262.564810000001,5.446976216480085,23.0,48.6
-49.99945,5268.27224,1.802973735915094,23.0,48.4
-50.24945,5272.49007,1.7707389079421312,23.0,48.4
-50.49945,5280.61694,4.504582623995306,23.0,48.4
-50.74945,5284.908890000001,2.5412069244553637,23.0,48.4
-50.99945,5285.181750000001,1.7670893176349827,23.0,48.6
-51.24945,5287.5019,2.69331326807697,23.0,48.5
-51.49945,5291.778909999999,3.10746675942006,23.0,48.6
-51.74944,5294.384899999999,1.6951936679917585,23.06,48.4
-51.99944,5292.1596,2.236846595097673,23.0,48.5
-52.24944,5291.1690100000005,1.6262034973827488,23.0,48.6
-52.49944,5294.665709999999,2.702571411618991,23.0,48.4
-52.74944,5289.54552,2.9370919828292656,23.06,48.5
-52.99944,5282.59055,3.883997412524783,23.0,48.3
-53.24944,5279.664930000001,2.7511085195062357,23.0,48.5
-53.49944,5271.61541,1.7983951692828248,23.0,48.5
-53.74944,5265.06067,1.416207936038882,23.06,48.5
-53.99943,5253.765139999999,1.190459155284206,23.06,48.4
-54.24943,5242.798990000001,1.763886288540178,23.06,48.5
-54.49943,5231.20217,1.3145213828994984,23.06,48.3
-54.74943,5215.69451,1.199020877591324,23.06,48.3
-54.99943,5197.6682,0.8848730869452364,23.06,48.3
-55.24943,5180.55556,0.852957990993575,23.06,48.5
-55.49943,5159.82673,1.6018016394359367,23.06,48.4
-55.74942,5138.67605,1.4293346873632067,23.0,48.4
-55.99942,5114.44953,1.2219555295099078,23.0,48.4
-56.24942,5088.75827,1.1787931922520065,23.06,48.4
-56.49942,5061.17076,0.7918019174009414,23.06,48.4
-56.74942,5032.68197,1.0116897242239207,23.06,48.4
-56.99942,5003.3667700000005,1.073891633313043,23.06,48.4
-57.24942,4970.98253,2.670153885846332,23.06,48.3
-57.49942,4931.21725,1.860791617699341,23.06,48.4
-57.74942,4895.120560000001,1.3355336799946427,23.0,48.3
-57.99941,4861.913440000001,0.9380949250475619,23.06,48.3
-58.24941,4827.07298,1.3204919354544333,23.06,48.4
-58.49941,4793.16476,1.2761866597014684,23.0,48.3
-58.74941,4757.34347,2.2011297731163704,23.06,48.5
-58.99941,4720.04672,1.4672846123367704,23.06,48.4
-59.24941,4687.5167200000005,1.278976118463411,23.0,48.4
-59.4994,4655.67444,1.1787559715225608,23.06,48.5
